status,graceSku,family,stored_1pc,live_1pc,diff_1pc,stored_12pc,live_12pc,diff_12pc,live_stock,url
MATCH,GB-BSR-AMB-60ML-RBL-SBLK,Boston Round,0.95,0.95,0.0,0.9,0.9,0.0,,https://www.bestbottles.com/product/Boston-Round-Amber-Glass-Roll-on-Bottle-Shiny-Black-Cap-2oz
MATCH,GB-BSR-AMB-60ML-RON-SSLV,Boston Round,0.95,0.95,0.0,0.9,0.9,0.0,,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-plastic-roller-ball-shiny-silver-cap
MATCH,GB-BSR-CBL-15ML-BLK-S,Boston Round,0.42,0.42,0.0,0.4,0.4,0.0,,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-black-short-cap
MATCH,GB-BSR-CBL-15ML-BLK-T-01,Boston Round,0.67,0.67,0.0,0.64,0.64,0.0,,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-black-dropper
MATCH,GB-BSR-CBL-15ML-BLK-T-02,Boston Round,0.82,0.82,0.0,0.78,0.78,0.0,,https://www.bestbottles.com/product/boston-round-design-15-ml-amber-glass-bottle-black-droppershiny-gold-trim-cap
MATCH,GB-BSR-CBL-15ML-WHT-T-01,Boston Round,0.67,0.67,0.0,0.64,0.64,0.0,,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-white-dropper
MATCH,GB-BSR-CBL-15ML-WHT-T-02,Boston Round,0.82,0.82,0.0,0.78,0.78,0.0,,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-white-dropper-shiny-gold-trim-cap
MATCH,GB-BSR-CBL-15ML-WHT-T-03,Boston Round,0.82,0.82,0.0,0.78,0.78,0.0,,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-white-dropper-shiny-silver-trim-cap
MATCH,GB-BSR-CBL-30ML-BLK-S,Boston Round,0.47,0.47,0.0,0.45,0.45,0.0,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-short-black-cap
MATCH,GB-BSR-CBL-30ML-BLK-T-01,Boston Round,0.72,0.72,0.0,0.68,0.68,0.0,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-black-dropper
MATCH,GB-BSR-BLU-30ML-MRO-GLD,Boston Round,1.07,1.07,0.0,1.02,1.02,0.0,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-metal-roller-ball-shiny-gold-cap
MATCH,GB-BSR-BLU-30ML-MRO-MBLK,Boston Round,1.07,1.07,0.0,1.02,1.02,0.0,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-metal-roller-ball-matte-black-cap
MATCH,GB-BSR-BLU-30ML-MRO-MGLD,Boston Round,1.07,1.07,0.0,1.02,1.02,0.0,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-metal-roller-ball-matte-gold-cap
MATCH,GB-BSR-BLU-30ML-MRO-MSLV,Boston Round,1.07,1.07,0.0,1.02,1.02,0.0,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-metal-roller-ball-matte-silver-cap
MATCH,GB-BSR-BLU-30ML-MRO-SSLV,Boston Round,1.07,1.07,0.0,1.02,1.02,0.0,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-metal-roller-ball-shiny-silver-cap
MATCH,GB-BSR-BLU-30ML-RON-GLD,Boston Round,0.92,0.92,0.0,0.87,0.87,0.0,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-shiny-gold-cap
MATCH,GB-BSR-BLU-30ML-RON-MBLK,Boston Round,0.92,0.92,0.0,0.87,0.87,0.0,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-matte-black-cap
MATCH,GB-BSR-BLU-30ML-RON-MGLD,Boston Round,0.92,0.92,0.0,0.87,0.87,0.0,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-matte-gold-cap
MATCH,GB-BSR-CBL-30ML-RBL-MSLV,Boston Round,0.92,0.92,0.0,0.87,0.87,0.0,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-matte-silver-cap
MATCH,GB-BSR-CBL-30ML-WHT-T-01,Boston Round,0.72,0.72,0.0,0.68,0.68,0.0,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-white-dropper
MATCH,GB-BSR-BLU-60ML-BLK-S,Boston Round,0.5,0.5,0.0,0.48,0.48,0.0,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-short-black-cap
MATCH,GB-BSR-CBL-60ML-BLK-T-01,Boston Round,0.75,0.75,0.0,0.71,0.71,0.0,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-black-dropper-black-cap
MATCH,GB-BSR-BLU-60ML-MRO-MBLK,Boston Round,1.1,1.1,0.0,1.05,1.05,0.0,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-metal-roller-ball-matte-black-cap
MATCH,GB-BSR-BLU-60ML-MRO-MSLV,Boston Round,1.1,1.1,0.0,1.05,1.05,0.0,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-metal-roller-ball-matte-silver-cap
MATCH,GB-BSR-BLU-60ML-MRO-SSLV,Boston Round,1.1,1.1,0.0,1.05,1.05,0.0,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-metal-roller-ball-shiny-silver-cap
MATCH,GB-BSR-BLU-60ML-RON-MBLK,Boston Round,0.95,0.95,0.0,0.9,0.9,0.0,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-plastic-roller-ball-matte-black-cap
MATCH,GB-BSR-BLU-60ML-RON-MGLD,Boston Round,0.95,0.95,0.0,0.9,0.9,0.0,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-plastic-roller-ball-matte-gold-cap
MATCH,GB-BSR-BLU-60ML-RON-MSLV,Boston Round,0.95,0.95,0.0,0.9,0.9,0.0,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-plastic-roller-ball-matte-silver-cap
MATCH,GB-BSR-CBL-60ML-RBL-SBLK,Boston Round,0.95,0.95,0.0,0.9,0.9,0.0,,https://www.bestbottles.com/product/Boston-Round-Blue-Glass-Roll-on-Bottle-Black-Cap-2oz
MATCH,GB-BSR-BLU-60ML-RON-SSLV,Boston Round,0.95,0.95,0.0,0.9,0.9,0.0,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-plastic-roller-ball-shiny-silver-cap
MATCH,GB-BSR-CBL-60ML-WHT-T-01,Boston Round,0.75,0.75,0.0,0.71,0.71,0.0,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-white-dropper
MATCH,GB-DEC-CLR-355ML-T,Decorative,7.7,7.7,0.0,7.32,7.32,0.0,Out of Stock,https://www.bestbottles.com/product/Apothecary-style-clear-glass-bottle-Pear-12oz-glass-bottle-stopper
MATCH,GB-CIR-CLR-100ML-ASP-BLK,Circle,5.9,5.9,0.0,5.61,5.61,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
MATCH,GB-CIR-CLR-100ML-ASP-GLD,Circle,5.9,5.9,0.0,5.61,5.61,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap
MATCH,GB-CIR-CLR-100ML-ASP-IVGD,Circle,5.9,5.9,0.0,5.61,5.61,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap
MATCH,GB-CIR-CLR-100ML-ASP-IVSL,Circle,5.9,5.9,0.0,5.61,5.61,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap
MATCH,GB-CIR-CLR-100ML-ASP-LVN,Circle,5.9,5.9,0.0,5.61,5.61,0.0,Out of Stock,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap
MATCH,GB-CIR-CLR-100ML-ASP-MSLV,Circle,5.9,5.9,0.0,5.61,5.61,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap
MATCH,GB-CIR-CLR-100ML-ASP-PNK,Circle,5.9,5.9,0.0,5.61,5.61,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap
MATCH,GB-CIR-CLR-100ML-ASP-RED,Circle,5.9,5.9,0.0,5.61,5.61,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap
MATCH,GB-CIR-CLR-100ML-AST-BLK,Circle,6.65,6.65,0.0,6.32,6.32,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
MATCH,GB-CIR-CLR-100ML-AST-GLD,Circle,6.65,6.65,0.0,6.32,6.32,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar
MATCH,GB-CIR-CLR-100ML-AST-IVGD,Circle,6.65,6.65,0.0,6.32,6.32,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar
MATCH,GB-CIR-CLR-100ML-AST-IVSL,Circle,6.65,6.65,0.0,6.32,6.32,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar
MATCH,GB-CIR-CLR-100ML-AST-LVN,Circle,6.65,6.65,0.0,6.32,6.32,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar
MATCH,GB-CIR-CLR-100ML-AST-MSLV,Circle,6.65,6.65,0.0,6.32,6.32,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar
MATCH,GB-CIR-CLR-100ML-AST-PNK,Circle,6.65,6.65,0.0,6.32,6.32,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar
MATCH,GB-CIR-CLR-100ML-AST-RED,Circle,6.65,6.65,0.0,6.32,6.32,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar
MATCH,GB-CIR-CLR-100ML-AST-WHT,Circle,6.65,6.65,0.0,6.32,6.32,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar
MATCH,GB-CIR-CLR-100ML-ASP-WHT,Circle,5.9,5.9,0.0,5.61,5.61,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap
MATCH,GB-CIR-CLR-100ML-RDC-BKLT,Circle,2.3,2.3,0.0,2.19,2.19,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-black-faux-leather-cap
MATCH,GB-CIR-CLR-100ML-RDC-MSLV-T,Circle,2.02,2.02,0.0,1.92,1.92,0.0,Out of Stock,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-tall-silver-matte-cap
MATCH,GB-CIR-CLR-100ML-RDC-SBLK-01,Circle,2.02,2.02,0.0,1.92,1.92,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-black-shiny-cap
MATCH,GB-CIR-CLR-100ML-RDC-SGLD,Circle,2.02,2.02,0.0,1.92,1.92,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-shiny-gold-cap
MATCH,GB-CIR-CLR-100ML-RDC-SSLV,Circle,2.02,2.02,0.0,1.92,1.92,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-shiny-silver-cap
MATCH,GB-CIR-CLR-100ML-SPR-CPR,Circle,3.05,3.05,0.0,2.9,2.9,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-copper-spray-and-cap
MATCH,GB-CIR-CLR-100ML-SPR-MGLD,Circle,3.05,3.05,0.0,2.9,2.9,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-gold-spray-pump-and-cap
MATCH,GB-CIR-CLR-100ML-SPR-MSLV,Circle,3.05,3.05,0.0,2.9,2.9,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-silver-spray-pump-and-cap
MATCH,GB-CIR-CLR-100ML-SPR-SBLK,Circle,3.05,3.05,0.0,2.9,2.9,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-black-spray-pump-and-cap
MATCH,GB-CIR-CLR-100ML-SPR-SGLD,Circle,3.05,3.05,0.0,2.9,2.9,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-gold-spray-pump-and-cap
MATCH,GB-CIR-CLR-100ML-SPR-SSLV,Circle,3.05,3.05,0.0,2.9,2.9,0.0,,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-silver-spray-and-cap
MATCH,GB-CIR-CLR-15ML-BLK-S,Circle,0.44,0.44,0.0,0.42,0.42,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-short-black-cap
MATCH,GB-CIR-CLR-15ML-GLD-T,Circle,0.62,0.62,0.0,0.59,0.59,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-shiny-gold-cap
MATCH,GB-CIR-CLR-15ML-MRL-BKDT,Circle,0.89,0.89,0.0,0.85,0.85,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots
MATCH,GB-CIR-CLR-15ML-MRL-SBLK,Circle,0.82,0.82,0.0,0.78,0.78,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-metal-roller-ball-plug-black-shiny-cap
MATCH,GB-CIR-CLR-15ML-MRL-MCPR,Circle,0.82,0.82,0.0,0.78,0.78,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-metal-roller-ball-plug-matte-copper-cap
MATCH,GB-CIR-CLR-15ML-MRL-MGLD,Circle,0.82,0.82,0.0,0.78,0.78,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-metal-roller-ball-plug-matte-gold-cap
MATCH,GB-CIR-CLR-15ML-MRL-SGLD,Circle,0.82,0.82,0.0,0.78,0.78,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-metal-roller-ball-plug-shiny-gold-cap
MATCH,GB-CIR-CLR-15ML-MRL-PKDT,Circle,0.89,0.89,0.0,0.85,0.85,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-metal-roller-ball-plug-pink-cap-with-dots
MATCH,GB-CIR-CLR-15ML-MRL-SLDT,Circle,0.89,0.89,0.0,0.85,0.85,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-metal-roller-ball-plug-silver-cap-with-dots
MATCH,GB-CIR-CLR-15ML-MRL-MSLV,Circle,0.82,0.82,0.0,0.78,0.78,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-metal-roller-ball-plug-matte-silver-cap
MATCH,GB-CIR-CLR-15ML-MRL-SSLV,Circle,0.82,0.82,0.0,0.78,0.78,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-metal-roller-ball-plug-shiny-silver-cap
MATCH,GB-CIR-CLR-15ML-ROL-BKDT,Circle,0.81,0.81,0.0,0.77,0.77,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots
MATCH,GB-CIR-CLR-15ML-ROL-SBLK,Circle,0.74,0.74,0.0,0.7,0.7,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-black-shiny-cap
MATCH,GB-CIR-CLR-15ML-ROL-MCPR,Circle,0.74,0.74,0.0,0.7,0.7,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-matte-copper-cap
MATCH,GB-CIR-CLR-15ML-ROL-MGLD,Circle,0.74,0.74,0.0,0.7,0.7,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-matte-gold-cap
MATCH,GB-CIR-CLR-15ML-ROL-SGLD,Circle,0.74,0.74,0.0,0.7,0.7,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-shiny-gold-cap
MATCH,GB-CIR-CLR-15ML-ROL-PKDT,Circle,0.81,0.81,0.0,0.77,0.77,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-pink-cap-with-dots
MATCH,GB-CIR-CLR-15ML-ROL-SLDT,Circle,0.81,0.81,0.0,0.77,0.77,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-silver-cap-with-dots
MATCH,GB-CIR-CLR-15ML-ROL-MSLV,Circle,0.74,0.74,0.0,0.7,0.7,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-matte-silver-cap
MATCH,GB-CIR-CLR-15ML-ROL-SSLV,Circle,0.74,0.74,0.0,0.7,0.7,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-shiny-silver-cap
MATCH,GB-CIR-CLR-15ML-SLV-T,Circle,0.62,0.62,0.0,0.59,0.59,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-shiny-silver-cap
MATCH,GB-CIR-CLR-15ML-SPR-MBLK,Circle,0.97,0.97,0.0,0.92,0.92,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-matte-black-spray
MATCH,GB-CIR-CLR-15ML-SPR-SBLK,Circle,0.97,0.97,0.0,0.92,0.92,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-shiny-black-spray
MATCH,GB-CIR-CLR-15ML-SPR-MBLU,Circle,0.97,0.97,0.0,0.92,0.92,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-matte-blue-spray
MATCH,GB-CIR-CLR-15ML-SPR-MCPR,Circle,0.97,0.97,0.0,0.92,0.92,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-matte-copper-spray
MATCH,GB-CIR-CLR-15ML-SPR-MGLD,Circle,0.97,0.97,0.0,0.92,0.92,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-matte-gold-spray
MATCH,GB-CIR-CLR-15ML-SPR-SGLD,Circle,0.97,0.97,0.0,0.92,0.92,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-shiny-gold-spray
MATCH,GB-CIR-CLR-15ML-SPR-MSLV,Circle,0.97,0.97,0.0,0.92,0.92,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-matte-silver-spray
MATCH,GB-CIR-CLR-15ML-SPR-SSLV,Circle,0.97,0.97,0.0,0.92,0.92,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-shiny-silver-spray
MATCH,GB-CIR-WHT-15ML-WHT-S,Circle,0.44,0.44,0.0,0.42,0.42,0.0,,https://www.bestbottles.com/product/circle-design-15-ml-bottle-short-white-cap
MATCH,GB-CIR-CLR-30ML-GLD-T,Circle,1.4,1.4,0.0,1.33,1.33,0.0,,https://www.bestbottles.com/product/circle-design-30-ml-clear-glass-bottle-shiny-gold-cap
MATCH,GB-CIR-CLR-30ML-SLV-T,Circle,1.4,1.4,0.0,1.33,1.33,0.0,,https://www.bestbottles.com/product/circle-design-30-ml-clear-glass-bottle-shiny-silver-cap
MATCH,GB-CIR-BLK-30ML-SPR-BLK,Circle,2.25,2.25,0.0,2.14,2.14,0.0,,https://www.bestbottles.com/product/circle-design-30-ml-clear-glass-bottle-sprayer-black-cap
MATCH,GB-CIR-CLR-30ML-SPR-MGLD,Circle,2.25,2.25,0.0,2.14,2.14,0.0,,https://www.bestbottles.com/product/circle-design-30-ml-clear-glass-bottle-sprayer-matte-gold-cap
MATCH,GB-CIR-CLR-30ML-SPR-MSLV,Circle,2.25,2.25,0.0,2.14,2.14,0.0,Out of Stock,https://www.bestbottles.com/product/circle-design-30-ml-clear-glass-bottle-sprayer-matte-silver-cap
MATCH,GB-CIR-CLR-30ML-SPR-SSLV,Circle,2.25,2.25,0.0,2.14,2.14,0.0,,https://www.bestbottles.com/product/circle-design-30-ml-clear-glass-bottle-sprayer-shiny-silver-cap
MATCH,GB-CIR-CLR-30ML-SPR-SGLD,Circle,2.25,2.25,0.0,2.14,2.14,0.0,,https://www.bestbottles.com/product/circle-design-30-ml-clear-glass-bottle-sprayer-shiny-gold-cap
MATCH,GB-CIR-CLR-50ML-ASP-BLK,Circle,5.45,5.45,0.0,5.18,5.18,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
MATCH,GB-CIR-CLR-50ML-ASP-GLD,Circle,5.45,5.45,0.0,5.18,5.18,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap
MATCH,GB-CIR-CLR-50ML-ASP-IVGD,Circle,5.45,5.45,0.0,5.18,5.18,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap
MATCH,GB-CIR-CLR-50ML-ASP-IVSL,Circle,5.45,5.45,0.0,5.18,5.18,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap
MATCH,GB-CIR-CLR-50ML-ASP-LVN,Circle,5.45,5.45,0.0,5.18,5.18,0.0,Out of Stock,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap
MATCH,GB-CIR-CLR-50ML-ASP-MSLV,Circle,5.45,5.45,0.0,5.18,5.18,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap
MATCH,GB-CIR-CLR-50ML-ASP-PNK,Circle,5.45,5.45,0.0,5.18,5.18,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap
MATCH,GB-CIR-CLR-50ML-ASP-RED,Circle,5.45,5.45,0.0,5.18,5.18,0.0,Out of Stock,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap
MATCH,GB-CIR-CLR-50ML-AST-BLK,Circle,6.2,6.2,0.0,5.89,5.89,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
MATCH,GB-CIR-CLR-50ML-AST-GLD,Circle,6.2,6.2,0.0,5.89,5.89,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar
MATCH,GB-CIR-CLR-50ML-AST-IVGD,Circle,6.2,6.2,0.0,5.89,5.89,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar
MATCH,GB-CIR-CLR-50ML-AST-IVSL,Circle,6.2,6.2,0.0,5.89,5.89,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar
MATCH,GB-CIR-CLR-50ML-AST-LVN,Circle,6.2,6.2,0.0,5.89,5.89,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar
MATCH,GB-CIR-CLR-50ML-AST-PNK,Circle,6.2,6.2,0.0,5.89,5.89,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar
MATCH,GB-CIR-CLR-50ML-AST-WHT,Circle,6.2,6.2,0.0,5.89,5.89,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar
MATCH,GB-CIR-CLR-50ML-ASP-WHT,Circle,5.45,5.45,0.0,5.18,5.18,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap
MATCH,GB-CIR-CLR-50ML-DRP-CPR,Circle,1.75,1.75,0.0,1.66,1.66,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-white-dropper-shiny-copper-collar-cap
MATCH,GB-CIR-CLR-50ML-DRP-GLD,Circle,1.75,1.75,0.0,1.66,1.66,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-white-dropper-shiny-gold-collar-cap
MATCH,GB-CIR-CLR-50ML-DRP-SLV,Circle,1.75,1.75,0.0,1.66,1.66,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-white-dropper-shiny-silver-collar-cap
MATCH,GB-CIR-CLR-50ML-RDC-BKLT,Circle,1.85,1.85,0.0,1.76,1.76,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-black-faux-leather-cap
MATCH,GB-CIR-CLR-50ML-RDC-BRLT,Circle,1.85,1.85,0.0,1.76,1.76,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-brown-faux-leather-cap
MATCH,GB-CIR-CLR-50ML-RDC-IVLT,Circle,1.85,1.85,0.0,1.76,1.76,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-ivory-faux-leather-cap
MATCH,GB-CIR-CLR-50ML-RDC-LBLT,Circle,1.85,1.85,0.0,1.76,1.76,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-light-brown-faux-leather-cap
MATCH,GB-CIR-CLR-50ML-RDC-MSLV-01,Circle,1.57,1.57,0.0,1.49,1.49,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-silver-matte-cap
MATCH,GB-CIR-CLR-50ML-RDC-PKLT,Circle,1.85,1.85,0.0,1.76,1.76,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-pink-faux-leather-cap
MATCH,GB-CIR-CLR-50ML-RDC-SBLK-01,Circle,1.57,1.57,0.0,1.49,1.49,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-black-shiny-cap
MATCH,GB-CIR-CLR-50ML-RDC-SBLK-T,Circle,1.57,1.57,0.0,1.49,1.49,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-tall-black-shiny-cap
MATCH,GB-CIR-CLR-50ML-RDC-SGLD,Circle,1.57,1.57,0.0,1.49,1.49,0.0,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-shiny-gold-cap
