status,graceSku,family,stored_1pc,live_1pc,diff_1pc,stored_12pc,live_12pc,diff_12pc,live_stock,url
MISMATCH_BOTH,AB-ALU-CLR-120ML-LPM-WHT,Aluminum Bottle,1.3,0.35,0.95,1.24,0.33,0.91,Out of Stock,https://www.bestbottles.com/all-bottles/lotion-pump-cream-jars/lotion-pumps-bottles.php
MISMATCH_BOTH,AB-ALU-CLR-250ML-SPR-BLK,Aluminum Bottle,1.95,1.5,0.45,1.85,1.43,0.42,,https://www.bestbottles.com/product/Cylinder-shaped-matte-aluminum-250ml-bottle-black-sprayer
MISMATCH_BOTH,CJ-JAR-60ML-WHT,Cream Jar,0.1,0.2,0.1,0.09,0.19,0.1,,https://www.bestbottles.com/all-bottles/accessories/caps-plugs-sprayers.php
MISMATCH_BOTH,GB-BSR-AMB-15ML-BLK-T-02,Boston Round,0.67,0.82,0.15,0.64,0.78,0.14,,https://www.bestbottles.com/product/boston-round-design-15-ml-amber-glass-bottle-black-dropper-shiny-gold-trim-cap
MISMATCH_BOTH,GB-BSR-AMB-15ML-BLK-T-03,Boston Round,0.67,0.82,0.15,0.64,0.78,0.14,,https://www.bestbottles.com/product/boston-round-design-15-ml-amber-glass-bottle-black-dropper-shiny-silver-trim-cap
MISMATCH_BOTH,GB-BSR-AMB-15ML-WHT-T-02,Boston Round,0.67,0.82,0.15,0.64,0.78,0.14,,https://www.bestbottles.com/product/boston-round-design-15-ml-amber-glass-bottle-white-dropper-shiny-gold-trim-cap
MISMATCH_BOTH,GB-BSR-AMB-15ML-WHT-T-03,Boston Round,0.67,0.82,0.15,0.64,0.78,0.14,,https://www.bestbottles.com/product/boston-round-design-15-ml-amber-glass-bottle-white-dropper-shiny-silver-trim-cap
MISMATCH_BOTH,GB-BSR-AMB-30ML-MRL-SBLK,Boston Round,0.72,0.0,0.72,0.68,0.0,0.68,,https://www.bestbottles.com/product/boston-round-design-1-oz-amber-glass-bottle-metal-roller-ball-shiny-black-cap
MISMATCH_BOTH,GB-BSR-AMB-30ML-MRL-SSLV,Boston Round,0.72,1.07,0.35,0.68,1.02,0.34,,https://www.bestbottles.com/product/boston-round-design-1-oz-amber-glass-bottle-metal-roller-ball-shiny-silver-cap
MISMATCH_BOTH,GB-BSR-AMB-30ML-RBL-SBLK,Boston Round,0.92,0.0,0.92,0.87,0.0,0.87,,https://www.bestbottles.com/product/Boston-Round-Amber-Glass-Roll-on-Bottle-Shiny-Black-Cap-1oz
MISMATCH_BOTH,GB-BSR-AMB-30ML-WHT-T-01,Boston Round,0.75,0.72,0.03,0.71,0.68,0.03,,https://www.bestbottles.com/product/boston-round-design-1-oz-amber-glass-bottle-white-dropper
MISMATCH_BOTH,GB-BSR-AMB-30ML-WHT-T-02,Boston Round,0.72,0.87,0.15,0.68,0.83,0.15,,https://www.bestbottles.com/product/boston-round-design-1-oz-amber-glass-bottle-white-dropper-shiny-gold-trim-cap
MISMATCH_BOTH,GB-BSR-AMB-60ML-MRL-MGLD,Boston Round,0.75,1.1,0.35,0.71,1.05,0.34,,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-metal-roller-ball-matte-gold-cap
MISMATCH_BOTH,GB-BSR-AMB-60ML-MRL-MSLV,Boston Round,0.75,1.1,0.35,0.71,1.05,0.34,,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-metal-roller-ball-matte-silver-cap
MISMATCH_BOTH,GB-BSR-AMB-60ML-MRL-SSLV,Boston Round,0.75,1.1,0.35,0.71,1.05,0.34,,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-metal-roller-ball-shiny-silver-cap
MISMATCH_BOTH,GB-BSR-AMB-60ML-WHT-T-01,Boston Round,0.85,0.75,0.1,0.81,0.71,0.1,,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-white-dropper
MISMATCH_BOTH,GB-BSR-CBL-15ML-BLK-T-03,Boston Round,0.67,0.82,0.15,0.64,0.78,0.14,,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-black-dropper-shiny-silver-trim-cap
MISMATCH_BOTH,GB-BSR-CBL-30ML-BLK-T-02,Boston Round,0.72,0.87,0.15,0.68,0.83,0.15,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-black-dropper-shiny-silver-trim-cap
MISMATCH_BOTH,GB-BSR-CBL-30ML-RBL-SBLK,Boston Round,0.92,0.0,0.92,0.87,0.0,0.87,,https://www.bestbottles.com/product/Boston-Round-Blue-Glass-Roll-on-Bottle-Shiny-Black-Cap-1oz
MISMATCH_BOTH,GB-BSR-CBL-30ML-WHT-T-02,Boston Round,0.72,0.87,0.15,0.68,0.83,0.15,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-white-dropper-shiny-gold-trim-cap
MISMATCH_BOTH,GB-BSR-CBL-30ML-WHT-T-03,Boston Round,0.72,0.87,0.15,0.68,0.83,0.15,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-white-dropper-shiny-silver-trim-cap
MISMATCH_BOTH,GB-BSR-CBL-60ML-BLK-T-02,Boston Round,0.75,0.9,0.15,0.71,0.86,0.15,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-black-dropper-shiny-silver-trim-cap
MISMATCH_BOTH,GB-BSR-CBL-60ML-MRL-SGLD,Boston Round,1.05,0.95,0.1,1.0,0.9,0.1,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-plastic-roller-ball-shiny-gold-cap
MISMATCH_BOTH,GB-BSR-CBL-60ML-WHT-T-02,Boston Round,0.75,0.9,0.15,0.71,0.86,0.15,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-white-dropper-shiny-gold-trim-cap
MISMATCH_BOTH,GB-BSR-CBL-60ML-WHT-T-03,Boston Round,0.75,0.9,0.15,0.71,0.86,0.15,,https://www.bestbottles.com/product/boston-round-2-oz-cobalt-blue-glass-bottle-white-dropper-shiny-silver-trim-cap
MISMATCH_BOTH,GB-CIR-CLR-50ML-ASP-01,Circle,2.5,6.15,3.65,2.38,5.84,3.46,Out of Stock,https://www.bestbottles.com/all-bottles/Perfume-atomizer-aluminum-bottle-cans/bestbottles-antique-style-bulb-spray-bottles.php
MISMATCH_BOTH,GB-CIR-CLR-50ML-RDC-WHT,Circle,1.95,1.57,0.38,1.85,1.49,0.36,,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-white-cap
MISMATCH_BOTH,GB-CIR-FRS-100ML-RDC-WHT,Circle,2.95,2.52,0.43,2.81,2.39,0.42,,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-white-cap
MISMATCH_BOTH,GB-CIR-FRS-50ML-RDC-WHT,Circle,2.65,2.07,0.58,2.52,1.97,0.55,,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-white-cap
MISMATCH_BOTH,GB-VIA-CLR-3ML-04,Vial,0.35,1.95,1.6,0.33,1.85,1.52,,https://www.bestbottles.com/product/Vial-design-1-dram-green-glass-black-dropper
MISMATCH_BOTH,GB-GRN-GRN-20ML,Green Glass,0.65,0.81,0.16,0.62,0.77,0.15,Out of Stock,https://www.bestbottles.com/all-bottles/Perfume-vials-glass-bottles/large-dropper-bottles.php
MISMATCH_1PC,PKG-BOX-WHT-4X4X4,Gift Box,0.3,0.35,0.05,,,0,Out of Stock,https://www.bestbottles.com/all-bottles/accessories/bestbottles-gift-boxes.php
NO_PRICE_FOUND,GB-BSR-CLR-60ML-RBL-SBLK,Boston Round,0.95,,,0.9,,,,https://www.bestbottles.com/product/Boston-Round-Clear-Glass-Roll-on-Bottle-Shiny-Black-Cap-2oz
NO_PRICE_FOUND,GB-BSR-CLR-60ML-RON-SSLV,Boston Round,0.75,,,0.71,,,,https://www.bestbottles.com/product/Boston-Round-Clear-Glass-Roll-on-Bottle-Shiny-Silver-Cap-2oz
NO_PRICE_FOUND,GB-BSR-BLU-30ML-RON-SSLV,Boston Round,0.92,,,0.87,,,,https://www.bestbottles.com/product/Boston-Round-Blue-Glass-Roll-on-Bottle-Shiny-Silver-Cap-1oz
NO_PRICE_FOUND,GB-CYL-CLR-5ML-ROL-SBLK,Cylinder,0.53,,,0.5,,,,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-CYL-CLR-5ML-ROL-MCPR,Cylinder,0.53,,,0.5,,,,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-copper-matte-cap
NO_PRICE_FOUND,GB-CYL-CLR-5ML-ROL-MGLD,Cylinder,0.53,,,0.5,,,,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-gold-matte-cap
NO_PRICE_FOUND,GB-CYL-CLR-5ML-ROL-MSLV,Cylinder,0.53,,,0.5,,,,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-silver-matte-cap
NO_PRICE_FOUND,GB-CYL-CLR-5ML-ROL-SSLV,Cylinder,0.53,,,0.5,,,,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-plastic-roller-ball-plug-silver-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-T-12,Cylinder,0.63,,,0.6,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-copper-matte-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-T-13,Cylinder,0.63,,,0.6,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-gold-matte-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-T-14,Cylinder,0.63,,,0.6,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-silver-matte-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-T-15,Cylinder,0.71,,,0.67,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots
NO_PRICE_FOUND,GB-CYL-CLR-9ML-T-16,Cylinder,0.55,,,0.52,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-T-17,Cylinder,0.63,,,0.6,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-T-18,Cylinder,0.63,,,0.6,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-silver-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-T-19,Cylinder,0.71,,,0.67,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots
NO_PRICE_FOUND,GB-CYL-CLR-9ML-T-20,Cylinder,0.55,,,0.52,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-white-cap
NO_PRICE_FOUND,GB-CYL-AMB-9ML-ROL-MCPR,Cylinder,0.65,,,0.62,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-plug-copper-matte-cap
NO_PRICE_FOUND,GB-CYL-AMB-9ML-ROL-MGLD,Cylinder,0.65,,,0.62,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-plug-gold-matte-cap
NO_PRICE_FOUND,GB-CYL-AMB-9ML-ROL-MSLV,Cylinder,0.65,,,0.62,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-plug-silver-matte-cap
NO_PRICE_FOUND,GB-CYL-AMB-9ML-ROL-PKDT,Cylinder,0.73,,,0.69,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots
NO_PRICE_FOUND,GB-CYL-AMB-9ML-ROL-SBLK,Cylinder,0.57,,,0.54,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-CYL-AMB-9ML-ROL-SGLD,Cylinder,0.65,,,0.62,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap
NO_PRICE_FOUND,GB-CYL-AMB-9ML-ROL-SSLV,Cylinder,0.65,,,0.62,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-plug-silver-cap
NO_PRICE_FOUND,GB-CYL-AMB-9ML-ROL-SLDT,Cylinder,0.73,,,0.69,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots
NO_PRICE_FOUND,GB-CYL-AMB-9ML-ROL-WHT,Cylinder,0.57,,,0.54,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-plug-white-cap
NO_PRICE_FOUND,GB-CYL-BLU-5ML-ROL-SBLK,Cylinder,0.64,,,0.61,,,,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-CYL-BLU-5ML-ROL-MCPR,Cylinder,0.64,,,0.61,,,,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-copper-matte-cap
NO_PRICE_FOUND,GB-CYL-BLU-5ML-ROL-MGLD,Cylinder,0.64,,,0.61,,,,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-gold-matte-cap
NO_PRICE_FOUND,GB-CYL-BLU-5ML-ROL-MSLV,Cylinder,0.64,,,0.61,,,,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-silver-matte-cap
NO_PRICE_FOUND,GB-CYL-BLU-5ML-ROL-SSLV,Cylinder,0.64,,,0.61,,,,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-plastic-roller-ball-plug-silver-cap
NO_PRICE_FOUND,GB-CYL-BLU-9ML-ROL-MCPR,Cylinder,0.68,,,0.65,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-blue-glass-bottle-plastic-roller-ball-plug-copper-matte-cap
NO_PRICE_FOUND,GB-CYL-BLU-9ML-ROL-MGLD,Cylinder,0.68,,,0.65,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-blue-glass-bottle-plastic-roller-ball-plug-gold-matte-cap
NO_PRICE_FOUND,GB-CYL-BLU-9ML-ROL-MSLV,Cylinder,0.68,,,0.65,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-blue-glass-bottle-plastic-roller-ball-plug-silver-matte-cap
NO_PRICE_FOUND,GB-CYL-BLU-9ML-ROL-PKDT,Cylinder,0.76,,,0.72,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-blue-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots
NO_PRICE_FOUND,GB-CYL-BLU-9ML-ROL-SBLK,Cylinder,0.6,,,0.57,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-blue-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-CYL-BLU-9ML-ROL-SGLD,Cylinder,0.68,,,0.65,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-blue-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap
NO_PRICE_FOUND,GB-CYL-BLU-9ML-ROL-SSLV,Cylinder,0.68,,,0.65,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-blue-glass-bottle-plastic-roller-ball-plug-silver-cap
NO_PRICE_FOUND,GB-CYL-BLU-9ML-ROL-SLDT,Cylinder,0.76,,,0.72,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-blue-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots
NO_PRICE_FOUND,GB-CYL-BLU-9ML-ROL-WHT,Cylinder,0.6,,,0.57,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-blue-glass-bottle-plastic-roller-ball-plug-white-cap
NO_PRICE_FOUND,GB-CYL-FRS-9ML-ROL-MCPR,Cylinder,0.73,,,0.69,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-copper-matte-cap
NO_PRICE_FOUND,GB-CYL-FRS-9ML-ROL-MGLD,Cylinder,0.73,,,0.69,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-gold-matte-cap
NO_PRICE_FOUND,GB-CYL-FRS-9ML-ROL-MSLV,Cylinder,0.73,,,0.69,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-silver-matte-cap
NO_PRICE_FOUND,GB-CYL-FRS-9ML-ROL-PKDT,Cylinder,0.81,,,0.77,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots
NO_PRICE_FOUND,GB-CYL-FRS-9ML-ROL-SBLK,Cylinder,0.65,,,0.62,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-CYL-FRS-9ML-ROL-SGLD,Cylinder,0.73,,,0.69,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap
NO_PRICE_FOUND,GB-CYL-FRS-9ML-ROL-SSLV,Cylinder,0.73,,,0.69,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-silver-cap
NO_PRICE_FOUND,GB-CYL-FRS-9ML-ROL-SLDT,Cylinder,0.81,,,0.77,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots
NO_PRICE_FOUND,GB-CYL-FRS-9ML-ROL-WHT,Cylinder,0.65,,,0.62,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-white-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-ROL-MCPR-01,Cylinder,0.75,,,0.71,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-swirled-glass-bottle-plastic-roller-ball-plug-copper-matte-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-ROL-MGLD-01,Cylinder,0.75,,,0.71,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-plastic-roller-ball-gold-matte-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-ROL-MSLV-01,Cylinder,0.75,,,0.71,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-plastic-roller-ball-silver-matte-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-ROL-PKDT-01,Cylinder,0.83,,,0.79,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-swirled-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots
NO_PRICE_FOUND,GB-CYL-CLR-9ML-ROL-SBLK-01,Cylinder,0.67,,,0.64,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-swirled-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-ROL-SGLD-01,Cylinder,0.75,,,0.71,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-swirled-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-ROL-SSLV-01,Cylinder,0.75,,,0.71,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-swirled-glass-bottle-plastic-roller-ball-plug-silver-cap
NO_PRICE_FOUND,GB-CYL-WHT-9ML-ROL-WHT,Cylinder,0.67,,,0.64,,,,https://www.bestbottles.com/product/cylinder-design-9-ml-swirled-glass-bottle-plastic-roller-ball-plug-white-cap
NO_PRICE_FOUND,GB-ELG-CLR-100ML-ASP-WHT-01,Elegant,2.85,,,2.71,,,,https://www.bestbottles.com/product/elegant-design-100-ml-glass-bottle-sprayer-shiny-gold-cap
NO_PRICE_FOUND,GB-SLK-CLR-5ML-ROL-SBLK,Sleek,0.72,,,0.68,,,,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-SLK-CLR-5ML-ROL-MCPR,Sleek,0.72,,,0.68,,,,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-copper-matte-cap
NO_PRICE_FOUND,GB-SLK-CLR-5ML-ROL-MGLD,Sleek,0.72,,,0.68,,,,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-gold-matte-cap
NO_PRICE_FOUND,GB-SLK-CLR-5ML-ROL-MSLV,Sleek,0.72,,,0.68,,,,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-silver-matte-cap
NO_PRICE_FOUND,GB-SLK-CLR-5ML-ROL-SSLV,Sleek,0.72,,,0.68,,,,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-silver-cap
NO_PRICE_FOUND,GB-SLK-CLR-8ML-ROL-SBLK,Sleek,0.74,,,0.7,,,,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-SLK-CLR-8ML-ROL-MCPR,Sleek,0.74,,,0.7,,,,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-copper-matte-cap
NO_PRICE_FOUND,GB-SLK-CLR-8ML-ROL-MGLD,Sleek,0.74,,,0.7,,,,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-gold-matte-cap
NO_PRICE_FOUND,GB-SLK-CLR-8ML-ROL-MSLV,Sleek,0.74,,,0.7,,,,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-silver-matte-cap
NO_PRICE_FOUND,GB-SLK-CLR-8ML-ROL-SSLV,Sleek,0.74,,,0.7,,,,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-silver-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-ROL-SBLK-02,Cylinder,0.97,,,0.92,,,,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-CYL-CLR-9ML-ROL-MGLD-02,Cylinder,0.97,,,0.92,,,,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-plastic-roller-ball-plug-gold-matte-cap
NO_PRICE_FOUND,GB-CYL-FRS-9ML-T-12,Cylinder,1.17,,,1.11,,,,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-CYL-FRS-9ML-T-19,Cylinder,1.17,,,1.11,,,,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-plastic-roller-ball-plug-silver-cap
NO_PRICE_FOUND,GB-CYL-CLR-6ML-ROL-SBLK,Cylinder,0.72,,,0.68,,,,https://www.bestbottles.com/product/tulip-design-6-ml-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-CYL-CLR-6ML-ROL-MCPR,Cylinder,0.72,,,0.68,,,,https://www.bestbottles.com/product/tulip-design-6-ml-glass-bottle-plastic-roller-ball-plug-copper-matte-cap
NO_PRICE_FOUND,GB-CYL-CLR-6ML-ROL-MGLD,Cylinder,0.72,,,0.68,,,,https://www.bestbottles.com/product/tulip-design-6-ml-glass-bottle-plastic-roller-ball-plug-gold-matte-cap
NO_PRICE_FOUND,GB-CYL-CLR-6ML-ROL-SGLD,Cylinder,0.72,,,0.68,,,,https://www.bestbottles.com/product/tulip-design-6-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap
NO_PRICE_FOUND,GB-CYL-CLR-6ML-ROL-PKDT,Cylinder,0.74,,,0.7,,,,https://www.bestbottles.com/product/tulip-design-6-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots
NO_PRICE_FOUND,GB-CYL-CLR-6ML-ROL-SLDT,Cylinder,0.74,,,0.7,,,,https://www.bestbottles.com/product/tulip-design-6-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots
NO_PRICE_FOUND,GB-CYL-CLR-6ML-ROL-MSLV,Cylinder,0.72,,,0.68,,,,https://www.bestbottles.com/product/tulip-design-6-ml-glass-bottle-plastic-roller-ball-plug-silver-matte-cap
NO_PRICE_FOUND,GB-CYL-CLR-6ML-ROL-SSLV,Cylinder,0.72,,,0.68,,,,https://www.bestbottles.com/product/tulip-design-6-ml-glass-bottle-plastic-roller-ball-plug-silver-cap
NO_PRICE_FOUND,GB-CYL-AMB-5ML-ROL-SBLK,Cylinder,0.74,,,0.7,,,,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-black-cap
NO_PRICE_FOUND,GB-CYL-AMB-5ML-ROL-MCPR,Cylinder,0.74,,,0.7,,,,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-copper-matte-cap
NO_PRICE_FOUND,GB-CYL-AMB-5ML-ROL-MGLD,Cylinder,0.74,,,0.7,,,,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-gold-matte-cap
NO_PRICE_FOUND,GB-CYL-AMB-5ML-ROL-MSLV,Cylinder,0.74,,,0.7,,,,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-silver-matte-cap
NO_PRICE_FOUND,GB-CYL-AMB-5ML-ROL-SSLV,Cylinder,0.74,,,0.7,,,,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-silver-cap
MATCH,CMP-APP-BLK-18-400,Cap,0.42,0.42,0.0,0.4,0.4,0.0,,https://www.bestbottles.com/product/Caps-lid-with-applicator-top-black-Color-8-425
MATCH,CMP-CAP-BLK-18-400,Cap,0.32,0.32,0.0,0.3,0.3,0.0,,https://www.bestbottles.com/product/Caps-lid-short-top-black-Color-18-400
MATCH,CMP-CAP-BLK-20-400-2OZ,Cap,0.2,0.2,0.0,0.19,0.19,0.0,,https://www.bestbottles.com/product/Caps-lids-top-bottle-black-Color-2oz-20-400
MATCH,CMP-CAP-BLK-20-400-1OZ,Cap,0.2,0.2,0.0,0.19,0.19,0.0,,https://www.bestbottles.com/product/Caps-lids-top-bottle-black-Color-1oz-20-400
MATCH,CMP-CAP-BLK-8-425,Cap,0.15,0.15,0.0,0.14,0.14,0.0,,https://www.bestbottles.com/product/Caps-short-lid-top-black-Color-8-425
MATCH,CMP-CAP-WHT-8-425,Cap,0.15,0.15,0.0,0.14,0.14,0.0,,https://www.bestbottles.com/product/Caps-short-lid-top-White-Color-8-425
MATCH,AB-ALU-CLR-100ML-SPR-BLK,Aluminum Bottle,1.25,1.25,0.0,1.19,1.19,0.0,,https://www.bestbottles.com/product/Cylinder-shaped-matte-aluminum-100ml-bottle-black-sprayer
