issueType,field,productId,graceSku,websiteSku,family,capacityMl,rawValue,canonicalValue,note
image_prompt_blocked,promptMissingFields,BB-GB-001-0002,GB-VIA-AMB-1ML-WHT-T,GB1mlAmbVialWht,Vial,1,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-001-0003,GB-VIA-CLR-1ML-BLK-T,GB1mlVBlk,Vial,1,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-002-0002,GB-VIA-CLR-2ML-S-02,GBVAmb2WhtCap,Vial,2,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-002-0004,GB-VIA-CLR-2ML-WHT-T,GBVialClr2mlWhtCap,Vial,2,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-003-0004,GB-VIA-CLR-3ML-GRN-S,GBVGreen2o4BlackCapSht,Vial,3,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-004-0010,GB-VIA-CLR-3ML-S-04,GBVAmb1DrmWhtCapSht,Vial,4,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-004-0007,GB-VIA-CLR-3ML-S-02,GBV1DrmWhtCapSht,Vial,4,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-004-0013,GB-VIA-CLR-3ML-S-06,GBVBlu1DrmWhtCapSht,Vial,4,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-004-0015,GB-VIA-CLR-3ML-S-08,GBVGr1DrmWhtCapSht,Vial,4,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-DR-000-0081,CMP-DRP-BKSL-20400-90,Drp20-4002ozShnSlTrimBlkBulb,Dropper,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0217,CMP-CAP-SSLV-8425-T,CP8-425TallShnSl,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0216,CMP-CAP-SGLD-8425-T,CP8-425TallShnGl,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0073,CMP-CAP-WHT-S-13-415,CP13-415WhtSht,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0064,CMP-CAP-SLV-13-415-01,CP13-415Sl,Roll-On Cap,0,hasCapStyle | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0063,CMP-CAP-SGLD-13-415-01,CP13-415Gl,Roll-On Cap,0,hasCapStyle | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0007,CMP-ROC-SLV-13415-DOT,CPRoll13-415SlDot,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0008,CMP-ROC-MSLV-13415,CPRoll13-415SlMt,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-005-0069,GB-SLK-CLR-5ML-GLD-T,GBSleek5Gl,Sleek,5,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0006,CMP-ROC-PNK-13415-DOT,CPRoll13-415PinkDot,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-005-0088,GB-SLK-CLR-5ML-SLV-T,GBSleek5Sl,Sleek,5,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0004,CMP-ROC-MGLD-13415,CPRoll13-415GlMt,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-005-0097,GB-SLK-WHT-5ML-WHT-S,GBSleek5WhtSht,Sleek,5,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0009,CMP-ROC-SSLV-13415,CPRoll13-415SlSh,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-005-0099,GB-CYL-AMB-5ML-GLD-T,GBTulipAmb5Gl,Tulip,5,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0003,CMP-ROC-MCPR-13415,CPRoll13-415Cu,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-005-0118,GB-CYL-AMB-5ML-SLV-T,GBTulipAmb5Sl,Tulip,5,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0005,CMP-ROC-SGLD-13415,CPRoll13-415GlSh,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-005-0127,GB-CYL-AMB-5ML-WHT-S,GBTulipAmb5WhtSht,Tulip,5,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0002,CMP-ROC-SBLK-13415,CPRoll13-415BlkSh,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-006-0003,GB-CYL-CLR-6ML-GLD-T,GBTulip6Gl,Tulip,6,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0123,CMP-SPR-MTCP-13-415-07,CP13-415SpryCuMt,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0123,CMP-SPR-MTCP-13-415-07,CP13-415SpryCuMt,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-006-0022,GB-CYL-CLR-6ML-SLV-T,GBTulip6Sl,Tulip,6,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0117,CMP-SPR-SHBK-13-415-07,CP13-415SpryBlkSh,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0117,CMP-SPR-SHBK-13-415-07,CP13-415SpryBlkSh,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-006-0030,GB-CYL-WHT-6ML-WHT-S,GBTulip6WhtSht,Tulip,6,hasApplicator,,Required prompt fields are missing for automated image generation.
color_derived_from_text,color,BB-SP-000-0120,CMP-SPR-MTBL-13-415-07,CP13-415SpryBluMt,Sprayer,0,,Cobalt Blue,Canonical color differs from or augments source color evidence.
color_raw_missing,color,BB-SP-000-0120,CMP-SPR-MTBL-13-415-07,CP13-415SpryBluMt,Sprayer,0,,Cobalt Blue,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0120,CMP-SPR-MTBL-13-415-07,CP13-415SpryBluMt,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-008-0021,GB-SLK-CLR-8ML-SLV-T,GBSleek8Sl,Sleek,8,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0129,CMP-SPR-SHGD-13-415-07,CP13-415SpryGlSh,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0129,CMP-SPR-SHGD-13-415-07,CP13-415SpryGlSh,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-008-0002,GB-SLK-CLR-8ML-GLD-T,GBSleek8Gl,Sleek,8,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0126,CMP-SPR-MTGD-13-415-07,CP13-415SpryGlMt,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0126,CMP-SPR-MTGD-13-415-07,CP13-415SpryGlMt,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-008-0030,GB-SLK-WHT-8ML-WHT-S,GBSleek8WhtSht,Sleek,8,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0133,CMP-SPR-MTSL-13-415-07,CP13-415SprySlMt,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0133,CMP-SPR-MTSL-13-415-07,CP13-415SprySlMt,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-AL-500-0001,AB-ALU-CLR-500ML,Alu500,Aluminum Bottle,500,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-009-0139,GB-CYL-CLR-9ML-GLD-T,GBTallCyl9Gl,Cylinder,9,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0136,CMP-SPR-SHSL-13-415-07,CP13-415SprySlSh,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0136,CMP-SPR-SHSL-13-415-07,CP13-415SprySlSh,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-009-0158,GB-CYL-CLR-9ML-SLV-T,GBTallCyl9Sl,Cylinder,9,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0075,CMP-CAP-SSLV-15-415,CP15-415ShnSl,Roll-On Cap,0,hasCapStyle | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,NEW-ALU250SPRYBL,BB-ALU250SPRYBL,Alu250SpryBl,Aluminum Bottle,250,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,NEW-ALU250SPRYBL,BB-ALU250SPRYBL,Alu250SpryBl,Aluminum Bottle,250,hasApplicator | hasCapStyle | hasCapColor | hasHeightWithoutCap | hasHeightWithCap | hasDiameter | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-009-0197,GB-CYL-FRS-9ML-S-02,GBTallCylFrst9WhtSht,Cylinder,9,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-009-0169,GB-CYL-FRS-9ML-T-01,GBTallCylFrst9Gl,Cylinder,9,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-PB-030-0001,OTH-PLS-CLR-30ML,PB1ozClearcap,Plastic Bottle,30,hasApplicator | hasCapStyle,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-009-0188,GB-CYL-FRS-9ML-T-20,GBTallCylFrst9Sl,Cylinder,9,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0019,CMP-ROC-MSLV-17415,CpRoll17-415MattSl,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0024,CMP-ROC-SLV-17415-DOT,CpRoll17-415SlDot,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0020,CMP-ROC-PNK-17415-DOT,CpRoll17-415PnkDot,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0018,CMP-ROC-MGLD-17415,CpRoll17-415MattGl,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0022,CMP-ROC-SGLD-17415,CpRoll17-415ShnGl,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0023,CMP-ROC-SSLV-17415,CpRoll17-415ShnSl,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-010-0014,GB-RCT-CLR-10ML-GLD-T-01,GBRect10Gl,Rectangle,10,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0017,CMP-ROC-CPR-17415,CpRoll17-415Cu,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-010-0033,GB-RCT-CLR-10ML-SLV-T-01,GBRect10Sl,Rectangle,10,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0021,CMP-ROC-SBLK-17415,CpRoll17-415ShnBlk,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-010-0042,GB-RCT-WHT-10ML-WHT-S-01,GBRect10WhtSht,Rectangle,10,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0025,CMP-ROC-WHT-17415,CpRoll17-415White,Roll-On Cap,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-010-0044,GB-RCT-CLR-10ML-GLD-T-02,GBTallRect10Gl,Rectangle,10,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0079,CMP-LPM-MSLV-17-415,Ltn17-415MattSl,Roll-On Cap,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-010-0063,GB-RCT-CLR-10ML-SLV-T-02,GBTallRect10Sl,Rectangle,10,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0078,CMP-LPM-SGLD-17-415,Ltn17-415Gl,Roll-On Cap,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-010-0072,GB-RCT-WHT-10ML-WHT-S-02,GBTallRect10WhtSht,Rectangle,10,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-013-0002,GB-VIA-CLR-13ML-GLD-T,GBRoyal13Gl,Royal,13,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-013-0021,GB-VIA-CLR-13ML-SLV-T,GBRoyal13Sl,Royal,13,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-CL-000-0199,CMP-CAP-BLK-18-400,18-400CpShortBlk,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-013-0029,GB-VIA-WHT-13ML-WHT-S,GBRoyal13WhtSht,Royal,13,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0065,CMP-SPR-LVSL-18-415-02,AnSp18-415Lvn,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0065,CMP-SPR-LVSL-18-415-02,AnSp18-415Lvn,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0018,GB-CIR-CLR-15ML-GLD-T,GBCrcl15Gl,Circle,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0076,CMP-CAP-PNK-18-415,CP18-415AnSpPnk,Sprayer,0,hasCapStyle | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0037,GB-CIR-CLR-15ML-SLV-T,GBCrcl15Sl,Circle,15,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0067,CMP-SPR-MTSL-18-415-04,AnSp18-415MtSl,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0067,CMP-SPR-MTSL-18-415-04,AnSp18-415MtSl,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-010-0043,GB-RCT-CLR-10ML-BLK-S-02,GBTallRect10BlkSht,Rectangle,10,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0046,GB-CIR-WHT-15ML-WHT-S,GBCrcl15WhtSht,Circle,15,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0063,CMP-SPR-IVSL-18-415-04,AnSp18-415IvySl,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0063,CMP-SPR-IVSL-18-415-04,AnSp18-415IvySl,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0067,GB-ELG-CLR-15ML-SLV-T-01,GBElg15Sl,Elegant,15,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0059,CMP-SPR-GLD-18-415-02,AnSp18-415Gl,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0059,CMP-SPR-GLD-18-415-02,AnSp18-415Gl,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-013-0001,GB-RYL-CLR-13ML-BLK-S,GBRoyal13BlkSht,Royal,13,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0076,GB-ELG-WHT-15ML-WHT-S,GBElg15WhtSht,Elegant,15,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0061,CMP-SPR-GDIV-18-415-02,AnSp18-415IvyGl,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0061,CMP-SPR-GDIV-18-415-02,AnSp18-415IvyGl,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0017,GB-CIR-CLR-15ML-BLK-S,GBCrcl15BlkSht,Circle,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0048,GB-ELG-CLR-15ML-GLD-T,GBElg15Gl,Elegant,15,hasApplicator,,Required prompt fields are missing for automated image generation.
color_derived_from_text,color,BB-SP-000-0077,CMP-SPR-SLWH-18-415-02,AnSp18-415Wht,Sprayer,0,,White,Canonical color differs from or augments source color evidence.
color_raw_missing,color,BB-SP-000-0077,CMP-SPR-SLWH-18-415-02,AnSp18-415Wht,Sprayer,0,,White,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0077,CMP-SPR-SLWH-18-415-02,AnSp18-415Wht,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0047,GB-ELG-CLR-15ML-BLK-S-01,GBElg15BlkSht,Elegant,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0103,GB-ELG-FRS-15ML-WHT-S,GBElgFrst15WhtSht,Elegant,15,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0072,CMP-SPR-RDSL-18-415-02,AnSp18-415Red,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0072,CMP-SPR-RDSL-18-415-02,AnSp18-415Red,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0077,GB-ELG-FRS-15ML-BLK-S-02,GBElgFrst15BlkSht,Elegant,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0078,GB-ELG-FRS-15ML-SGLD-T,GBElgFrst15Gl,Elegant,15,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0088,CMP-SPR-LVSLWH-18-415-02,AnSpTsl18-415Lvn,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0088,CMP-SPR-LVSLWH-18-415-02,AnSpTsl18-415Lvn,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0104,GB-FLR-CLR-15ML-BLK-S,GBFlair15BlkSht,Flair,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0095,GB-ELG-FRS-15ML-SLV-T-02,GBElgFrst15Sl,Elegant,15,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0084,CMP-SPR-GDIVSLWH-18-415-02,AnSpTsl18-415IvyGl,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0084,CMP-SPR-GDIVSLWH-18-415-02,AnSpTsl18-415IvyGl,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0105,GB-VIA-CLR-15ML-GLD-T-01,GBFlair15Gl,Flair,15,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0086,CMP-SPR-IVSLWH-18-415-02,AnSpTsl18-415IvySl,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0086,CMP-SPR-IVSLWH-18-415-02,AnSpTsl18-415IvySl,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0134,GB-SQR-CLR-15ML-S,GBSqr15BlkSht,Square,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0124,GB-VIA-CLR-15ML-SLV-T-01,GBFlair15Sl,Flair,15,hasApplicator,,Required prompt fields are missing for automated image generation.
color_derived_from_text,color,BB-SP-000-0096,CMP-SPR-SLWH-18-415-04,AnSpTsl18-415Wht,Sprayer,0,,White,Canonical color differs from or augments source color evidence.
color_raw_missing,color,BB-SP-000-0096,CMP-SPR-SLWH-18-415-04,AnSpTsl18-415Wht,Sprayer,0,,White,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0096,CMP-SPR-SLWH-18-415-04,AnSpTsl18-415Wht,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-030-0057,GB-CIR-CLR-30ML-GLD-T,GBCrcl30GlCap,Circle,30,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0133,GB-VIA-WHT-15ML-WHT-S-01,GBFlair15WhtSht,Flair,15,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0092,CMP-SPR-GDPKSLWH-18-415-02,AnSpTsl18-415Pnk,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0092,CMP-SPR-GDPKSLWH-18-415-02,AnSpTsl18-415Pnk,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0094,CMP-SPR-RDSLWH-18-415-02,AnSpTsl18-415Red,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0094,CMP-SPR-RDSLWH-18-415-02,AnSpTsl18-415Red,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-SP-000-0090,CMP-SPR-MTSLWH-18-415-02,AnSpTsl18-415MtS,Sprayer,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-SP-000-0090,CMP-SPR-MTSLWH-18-415-02,AnSpTsl18-415MtS,Sprayer,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-SP-000-0240,CMP-SPR-GLD-18415-TSL,CP18-415AnSpTslGl,Sprayer,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-030-0088,GB-ELG-CLR-30ML-SGLD-T,GBElg30GlCap,Elegant,30,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0135,GB-VIA-CLR-15ML-GLD-T-02,GBSqr15Gl,Square,15,hasApplicator,,Required prompt fields are missing for automated image generation.
color_raw_missing,color,BB-LP-000-0052,CMP-LPM-MTGD-18-415-07,Ltn18-415MtGl,Lotion Pump,0,,,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-LP-000-0052,CMP-LPM-MTGD-18-415-07,Ltn18-415MtGl,Lotion Pump,0,hasApplicator | hasHeightWithoutCap | hasCanonicalColor,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-030-0095,GB-ELG-FRS-30ML-GLD-T,GBElgFrst30GlCap,Elegant,30,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0154,GB-VIA-CLR-15ML-SLV-T-02,GBSqr15Sl,Square,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0085,CMP-LPM-SGLD-18-415,Ltn18-415ShnGl,Lotion Pump,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0162,GB-VIA-WHT-15ML-WHT-S-02,GBSqr15WhtSht,Square,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-RC-000-0084,CMP-LPM-SBLK-18-415,Ltn18-415ShnBlk,Lotion Pump,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
