issueType,field,productId,graceSku,websiteSku,family,capacityMl,rawValue,canonicalValue,note
missing_image,imageUrl,BB-GB-078-0023,GB-RND-CLR-78ML-RDC-MSLV-01,GBRnd78RdcrMtSl,Round,78,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-078-0026,GB-RND-CLR-78ML-RDC-SBLK-01,GBRnd78RdcrShnBlk,Round,78,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-128-0061,GB-RND-FRS-128ML-RDC-MSLV-01,GBRndFrst128RdcrMtSl,Round,128,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-128-0064,GB-RND-FRS-128ML-RDC-SBLK-01,GBRndFrst128RdcrShnBlk,Round,128,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-078-0059,GB-RND-FRS-78ML-RDC-MSLV-01,GBRndFrst78RdcrMtSl,Round,78,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-078-0062,GB-RND-FRS-78ML-RDC-SBLK-01,GBRndFrst78RdcrShnBlk,Round,78,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-100-0274,GB-SLK-CLR-100ML-RDC-MSLV-01,GBSlk100RdcrMtSl,Sleek,100,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-100-0277,GB-SLK-CLR-100ML-RDC-SBLK-01,GBSlk100RdcrShnBlk,Sleek,100,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-030-0113,GB-SLK-CLR-30ML-RDC-MSLV-01,GBSlk30RdcrMtSl,Sleek,30,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-030-0116,GB-SLK-CLR-30ML-RDC-SBLK-01,GBSlk30RdcrShnBlk,Sleek,30,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-050-0179,GB-SLK-CLR-50ML-RDC-MSLV-01,GBSlk50RdcrMtSl,Sleek,50,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-050-0182,GB-SLK-CLR-50ML-RDC-SBLK-01,GBSlk50RdcrShnBlk,Sleek,50,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-100-0310,GB-SLM-CLR-100ML-RDC-MSLV-01,GBSlm100RdcrMtSl,Slim,100,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-100-0313,GB-SLM-CLR-100ML-RDC-SBLK-01,GBSlm100RdcrShnBlk,Slim,100,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-030-0141,GB-SLM-CLR-30ML-RDC-MSLV-01,GBSlm30RdcrMtSl,Slim,30,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-030-0144,GB-SLM-CLR-30ML-RDC-SBLK-01,GBSlm30RdcrShnBlk,Slim,30,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-050-0215,GB-SLM-CLR-50ML-RDC-MSLV-01,GBSlm50RdcrMtSl,Slim,50,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-050-0218,GB-SLM-CLR-50ML-RDC-SBLK-01,GBSlm50RdcrShnBlk,Slim,50,,,No primary or cap-off image URL is available.
color_normalized_blue_to_cobalt_blue,color,BB-SP-000-0120,CMP-CAP-13-415,CP13-415SpryBluMt,Cap/Closure,0,Blue,Cobalt Blue,Canonical color differs from or augments source color evidence.
missing_image,imageUrl,BB-SP-000-0120,CMP-CAP-13-415,CP13-415SpryBluMt,Cap/Closure,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0120,CMP-CAP-13-415,CP13-415SpryBluMt,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0114,CMP-CAP-BLK-13-415-01,CP13-415SpryBlkMt,Cap/Closure,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0114,CMP-CAP-BLK-13-415-01,CP13-415SpryBlkMt,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0117,CMP-CAP-BLK-13-415-02,CP13-415SpryBlkSh,Cap/Closure,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0117,CMP-CAP-BLK-13-415-02,CP13-415SpryBlkSh,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0126,CMP-CAP-SGLD-13-415-02,CP13-415SpryGlMt,Cap/Closure,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0126,CMP-CAP-SGLD-13-415-02,CP13-415SpryGlMt,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0129,CMP-CAP-SGLD-13-415-03,CP13-415SpryGlSh,Cap/Closure,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0129,CMP-CAP-SGLD-13-415-03,CP13-415SpryGlSh,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0133,CMP-CAP-SLV-13-415-02,CP13-415SprySlMt,Cap/Closure,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0133,CMP-CAP-SLV-13-415-02,CP13-415SprySlMt,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0136,CMP-CAP-SLV-13-415-03,CP13-415SprySlSh,Cap/Closure,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0136,CMP-CAP-SLV-13-415-03,CP13-415SprySlSh,Cap/Closure,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0005,CMP-SPR-MTCP-13-415-01,13-415CAP4SpryCuMt,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0005,CMP-SPR-MTCP-13-415-01,13-415CAP4SpryCuMt,Sprayer,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0038,CMP-SPR-MTGD-18-415-01,18-415CAP4SpryMtGl,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0038,CMP-SPR-MTGD-18-415-01,18-415CAP4SpryMtGl,Sprayer,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0009,CMP-SPR-MTSL-13-415-01,13-415CAP4SprySlMt,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0009,CMP-SPR-MTSL-13-415-01,13-415CAP4SprySlMt,Sprayer,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0040,CMP-SPR-SHBK-18-415-01,18-415CAP4SpryShnBlk,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0040,CMP-SPR-SHBK-18-415-01,18-415CAP4SpryShnBlk,Sprayer,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0007,CMP-SPR-SHGD-13-415-01,13-415CAP4SpryGlSh,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0007,CMP-SPR-SHGD-13-415-01,13-415CAP4SpryGlSh,Sprayer,0,hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-LP-000-0050,CMP-LPM-CPR-18-415,Ltn18-415Cu,Lotion Pump,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-LP-000-0050,CMP-LPM-CPR-18-415,Ltn18-415Cu,Lotion Pump,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-LP-000-0052,CMP-LPM-MGLD-18-415,Ltn18-415MtGl,Lotion Pump,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-LP-000-0052,CMP-LPM-MGLD-18-415,Ltn18-415MtGl,Lotion Pump,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-LP-000-0054,CMP-LPM-MSLV-18-415-01,Ltn18-415MtSl,Lotion Pump,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-LP-000-0054,CMP-LPM-MSLV-18-415-01,Ltn18-415MtSl,Lotion Pump,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0079,CMP-SPR-BLK-18-415-02,AnSpTsl18-415Blk,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0079,CMP-SPR-BLK-18-415-02,AnSpTsl18-415Blk,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0061,CMP-SPR-IVGD-18-415-01,AnSp18-415IvyGl,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0061,CMP-SPR-IVGD-18-415-01,AnSp18-415IvyGl,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0084,CMP-SPR-IVGD-18-415-02,AnSpTsl18-415IvyGl,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0084,CMP-SPR-IVGD-18-415-02,AnSpTsl18-415IvyGl,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0063,CMP-SPR-IVSL-18-415-01,AnSp18-415IvySl,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0063,CMP-SPR-IVSL-18-415-01,AnSp18-415IvySl,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0086,CMP-SPR-IVSL-18-415-02,AnSpTsl18-415IvySl,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0086,CMP-SPR-IVSL-18-415-02,AnSpTsl18-415IvySl,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0065,CMP-SPR-LVN-18-415-01,AnSp18-415Lvn,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0065,CMP-SPR-LVN-18-415-01,AnSp18-415Lvn,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0088,CMP-SPR-LVN-18-415-02,AnSpTsl18-415Lvn,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0088,CMP-SPR-LVN-18-415-02,AnSpTsl18-415Lvn,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0067,CMP-SPR-MSLV-18-415-01,AnSp18-415MtSl,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0067,CMP-SPR-MSLV-18-415-01,AnSp18-415MtSl,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0090,CMP-SPR-MSLV-18-415-02,AnSpTsl18-415MtS,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0090,CMP-SPR-MSLV-18-415-02,AnSpTsl18-415MtS,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0092,CMP-SPR-PNK-18-415,AnSpTsl18-415Pnk,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0092,CMP-SPR-PNK-18-415,AnSpTsl18-415Pnk,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0072,CMP-SPR-RED-18-415-01,AnSp18-415Red,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0072,CMP-SPR-RED-18-415-01,AnSp18-415Red,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0094,CMP-SPR-RED-18-415-02,AnSpTsl18-415Red,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0094,CMP-SPR-RED-18-415-02,AnSpTsl18-415Red,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0077,CMP-SPR-WHT-18-415-01,AnSp18-415Wht,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0077,CMP-SPR-WHT-18-415-01,AnSp18-415Wht,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-SP-000-0096,CMP-SPR-WHT-18-415-02,AnSpTsl18-415Wht,Sprayer,0,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-SP-000-0096,CMP-SPR-WHT-18-415-02,AnSpTsl18-415Wht,Sprayer,0,hasApplicator | hasHeightWithoutCap,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-GB-100-0095,GB-CYL-CLR-100ML-RDC-MSLV-01,GBCyl100RdcrMtSl,Cylinder,100,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-100-0098,GB-CYL-CLR-100ML-RDC-SBLK-01,GBCyl100RdcrShnBlk,Cylinder,100,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-050-0102,GB-CYL-CLR-50ML-RDC-MSLV-01,GBCyl50RdcrMtSl,Cylinder,50,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-050-0105,GB-CYL-CLR-50ML-RDC-SBLK-01,GBCyl50RdcrShnBlk,Cylinder,50,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-GB-005-0037,GB-CYL-WHT-5ML-WHT-S,GBCyl5WhtSht,Cylinder,5,hasApplicator,,Required prompt fields are missing for automated image generation.
color_derived_from_sku_swirl,color,BB-GB-009-0116,GB-CYL-WHT-9ML-MRL-WHT,GBCylSwrl9MtlRollWht,Cylinder,9,White,Swirl,Canonical color differs from or augments source color evidence.
image_prompt_blocked,promptMissingFields,BB-GB-009-0167,GB-CYL-WHT-9ML-WHT-S,GBTallCyl9WhtSht,Cylinder,9,hasApplicator,,Required prompt fields are missing for automated image generation.
color_derived_from_sku_swirl,color,BB-GB-009-0126,GB-CYL-WHT-9ML-ROL-WHT,GBCylSwrl9RollWht,Cylinder,9,White,Swirl,Canonical color differs from or augments source color evidence.
missing_image,imageUrl,BB-GB-100-0167,GB-ELG-CLR-100ML-RDC-MSLV-01,GBElg100RdcrMtSl,Elegant,100,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-100-0170,GB-ELG-CLR-100ML-RDC-SBLK-01,GBElg100RdcrShnBlk,Elegant,100,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-GB-015-0077,GB-ELG-CLR-15ML-BLK-S-02,GBElgFrst15BlkSht,Elegant,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0078,GB-ELG-CLR-15ML-SGLD-T,GBElgFrst15Gl,Elegant,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0095,GB-ELG-CLR-15ML-SLV-T-02,GBElgFrst15Sl,Elegant,15,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-015-0103,GB-ELG-CLR-15ML-WHT-S,GBElgFrst15WhtSht,Elegant,15,hasApplicator,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-GB-060-0114,GB-ELG-CLR-60ML-RDC-MSLV-01,GBElg60RdcrMtSl,Elegant,60,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-060-0117,GB-ELG-CLR-60ML-RDC-SBLK-01,GBElg60RdcrShnBlk,Elegant,60,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-100-0205,GB-ELG-FRS-100ML-RDC-SBLK-01,GBElgFrst100RdcrShnBlk,Elegant,100,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-060-0152,GB-ELG-FRS-60ML-RDC-MSLV-01,GBElgFrst60RdcrMtSl,Elegant,60,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-060-0155,GB-ELG-FRS-60ML-RDC-SBLK-01,GBElgFrst60RdcrShnBlk,Elegant,60,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-100-0131,GB-DVA-CLR-100ML-RDC-MSLV-01,GBDiva100RdcrMtSl,Diva,100,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-100-0134,GB-DVA-CLR-100ML-RDC-SBLK-01,GBDiva100RdcrShnBlk,Diva,100,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-030-0074,GB-DVA-CLR-30ML-RDC-MSLV-01,GBDiva30RdcrMtSl,Diva,30,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-030-0077,GB-DVA-CLR-30ML-RDC-SBLK-01,GBDiva30RdcrShnBlk,Diva,30,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-GB-046-0080,GB-DVA-CLR-46ML-01,GBDivaFrst46SpryCu,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0081,GB-DVA-CLR-46ML-02,GBDivaFrst46SpryMtGl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0082,GB-DVA-CLR-46ML-03,GBDivaFrst46SpryMtSl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0083,GB-DVA-CLR-46ML-04,GBDivaFrst46SpryShnBlk,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0084,GB-DVA-CLR-46ML-05,GBDivaFrst46SpryShnGl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0085,GB-DVA-CLR-46ML-06,GBDivaFrst46SpryShnSl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
missing_image,imageUrl,BB-GB-046-0036,GB-DVA-CLR-46ML-RDC-MSLV-01,GBDiva46RdcrMtSl,Diva,46,,,No primary or cap-off image URL is available.
missing_image,imageUrl,BB-GB-046-0039,GB-DVA-CLR-46ML-RDC-SBLK-01,GBDiva46RdcrShnBlk,Diva,46,,,No primary or cap-off image URL is available.
image_prompt_blocked,promptMissingFields,BB-GB-046-0050,GB-DVA-CLR-46ML-T-12,GBDivaFrst46AnSpBlk,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0051,GB-DVA-CLR-46ML-T-13,GBDivaFrst46AnSpGl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0052,GB-DVA-CLR-46ML-T-14,GBDivaFrst46AnSpIvyGl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0053,GB-DVA-CLR-46ML-T-15,GBDivaFrst46AnSpIvySl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0054,GB-DVA-CLR-46ML-T-16,GBDivaFrst46AnSpLvn,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0055,GB-DVA-CLR-46ML-T-17,GBDivaFrst46AnSpMtSl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0056,GB-DVA-CLR-46ML-T-18,GBDivaFrst46AnSpPnk,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0057,GB-DVA-CLR-46ML-T-19,GBDivaFrst46AnSpRed,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0058,GB-DVA-CLR-46ML-T-20,GBDivaFrst46AnSpTslBlk,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0059,GB-DVA-CLR-46ML-T-21,GBDivaFrst46AnSpTslGl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0060,GB-DVA-CLR-46ML-T-22,GBDivaFrst46AnSpTslIvyGl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0061,GB-DVA-CLR-46ML-T-23,GBDivaFrst46AnSpTslIvySl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0062,GB-DVA-CLR-46ML-T-24,GBDivaFrst46AnSpTslLvn,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0063,GB-DVA-CLR-46ML-T-25,GBDivaFrst46AnSpTslMtSl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0064,GB-DVA-CLR-46ML-T-26,GBDivaFrst46AnSpTslPnk,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0065,GB-DVA-CLR-46ML-T-27,GBDivaFrst46AnSpTslRed,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0066,GB-DVA-CLR-46ML-T-28,GBDivaFrst46AnSpTslWht,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0067,GB-DVA-CLR-46ML-T-29,GBDivaFrst46AnSpWht,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0068,GB-DVA-CLR-46ML-T-30,GBDivaFrst46RdcrBlkLthr,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0069,GB-DVA-CLR-46ML-T-31,GBDivaFrst46RdcrBrwnLthr,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0070,GB-DVA-CLR-46ML-T-32,GBDivaFrst46RdcrIvyLthr,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0071,GB-DVA-CLR-46ML-T-33,GBDivaFrst46RdcrLBrwnLthr,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0072,GB-DVA-CLR-46ML-T-34,GBDivaFrst46RdcrMtSl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0073,GB-DVA-CLR-46ML-T-35,GBDivaFrst46RdcrMtSlTall,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0074,GB-DVA-CLR-46ML-T-36,GBDivaFrst46RdcrPnkLthr,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0075,GB-DVA-CLR-46ML-T-37,GBDivaFrst46RdcrShnBlk,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0076,GB-DVA-CLR-46ML-T-38,GBDivaFrst46RdcrShnBlkTall,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0077,GB-DVA-CLR-46ML-T-39,GBDivaFrst46RdcrShnGl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0078,GB-DVA-CLR-46ML-T-40,GBDivaFrst46RdcrShnSl,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
image_prompt_blocked,promptMissingFields,BB-GB-046-0079,GB-DVA-CLR-46ML-T-41,GBDivaFrst46RdcrWht,Diva,46,hasApplicator,,Required prompt fields are missing for automated image generation.
